slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2023/x/mario/more,135236041,SnehBihani08,,https://github.com/me50/SnehBihani08/tree/6c944ef4ce1fdb3cd64933db8de07a637890ecfa,"Sun, 09 Jul 2023 06:41:37PM IST",10,10,1,https://github.com/me50/SnehBihani08/archive/6c944ef4ce1fdb3cd64933db8de07a637890ecfa.zip
