slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/labs/2023/x/population,135236041,SnehBihani08,,https://github.com/me50/SnehBihani08/tree/ca19ac539802a7c9184db1fb43134b3d57bb12d1,"Sun, 09 Jul 2023 05:50:32PM IST",10,10,1,https://github.com/me50/SnehBihani08/archive/ca19ac539802a7c9184db1fb43134b3d57bb12d1.zip
