slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2023/x/cash,135236041,SnehBihani08,,https://github.com/me50/SnehBihani08/tree/f72a3b4333969580559a87779ef253d31d2bb25d,"Sun, 09 Jul 2023 07:01:33PM IST",15,15,1,https://github.com/me50/SnehBihani08/archive/f72a3b4333969580559a87779ef253d31d2bb25d.zip
